,name,url,price,rating,review,ASIN,Manufacturer,Product Description
320,Skybags polyester 28 Cms Duffle Bag(SKYBAGS_DFHUS55ONG_Orange),https://www.amazon.in/SKYBAGS-Unisex-Luggage-Duffel-Bag-DFHUS55ONG/dp/B07F342RQD/ref=sr_1_237?keywords=bags&qid=1685117390&sr=8-237,"₹1,530",4.3 out of 5 stars,280,SKYBAGS_DFHUS55ONG,B07F342RQD,This Soft Travel Duffle From Skybags Is made of strong & lightweight Polyester Shells. Re-engineered lightweight spinner wheels For effortless mobility.
321,WildHorn® Leather 8.5 inch Sling Messenger Bag for Men I Multipurpose Crossbody Bag I Travel Bag with Adjustable Strap I DIMENSION: L- 8.5inch H- 10.5inch W- 3inch,https://www.amazon.in/WildHorn-Leather-Messenger-MB205-Hunter/dp/B0795WK59N/ref=sr_1_238?keywords=bags&qid=1685117390&sr=8-238,"₹1,919",4.1 out of 5 stars,749,ADL International,26 November 2016,"This is a leather messenger bag from WildHorn. WildHorn is one of India's largest e-retail fashion accessory brands. We present to you WildHorn durable leather messenger bag. All our bags are handmade from only the best materials. This bag acts as the perfect accessory to complete your look and make you stand out at an. Featuring an elegant design, hand stitched, dyed and aged messenger bag is long-lasting, lightweight and a fine leather product. It shows your personality and style every time you use it. This smooth rich, supple, and luxurious leather bag comes in a classic design, smooth leather and fits all sizes. This bag has organized your everyday essentials. This messenger bag has been made out of top grain authentic leather and it's a natural thing where colour variation is never under control. If you are using the First time or have the least knowledge about pure leather then don't worry about its colour variation. Pure leather bags get more beautiful on aging. These are not PU which only has shine on its surface. PRODUCT colour may slightly vary due to photographic lighting sources or your monitor setting. Start your journey now. Use this bag as a messenger bag, shoulder bag or laptop bag. Suitable for your school, office, college, university, meeting, and business for everyday use. It also makes for a great present. This WildHorn casual style cowhide leather messenger bag features durable cotton fabric with rich leather, leather trim and an adjustable shoulder strap that can be slung comfortably across the body. This messenger bag has a main interior compartment with flap top closure for added security and a fully lined interior that includes zip pocket and slip pockets for organization. One rear zip pocket. The compartment has dedicated space for iPad, tablet, phone and other small accessories. NOTE: Images are for representation purpose only. Actual product colors may or may not vary due to picture quality."
322,"Nishi Medium Kids Backpack Waterproof Backpack, Girls & Women Stylish Trendy College, School & College Bag Black",https://www.amazon.in/Nishi-Backpack-Waterproof-Stylish-College/dp/B0BR9W54MW/ref=sr_1_239?keywords=bags&qid=1685117390&sr=8-239,₹369,3.3 out of 5 stars,24,AE3,B0BR9W54MW,
323,"Amazon Brand - Solimo Rain & Dust Cover for Backpack (30 Litres, Black)",https://www.amazon.in/Amazon-Brand-Solimo-Backpack-litres/dp/B07FQMN9VN/ref=sr_1_240?keywords=bags&qid=1685117390&sr=8-240,₹209,4.2 out of 5 stars,"8,472",B07FQMN9VN,Flab International Pvt. Ltd.,"Solimo Backpack cover is made from 100% waterproof material to provide all-round protection against rain. The cover is ideal for use during treks and everyday commuting, particularly in monsoon."
324,Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,https://www.amazon.in/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ/ref=sr_1_241?keywords=bags&qid=1685117390&sr=8-241,₹549,4.0 out of 5 stars,"4,214",Gear Merchandise PVT LTD,17 December 2015,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality."
325,Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Wedding Gifts For Women | Women 3 Compartments Bag | Travel Purse Hobo Bag | 5 Pockets Shoulder Bag,https://www.amazon.in/Fostelo-CATLIN-Womens-Handbag-Maroon/dp/B079MD5F7R/ref=sr_1_242?keywords=bags&qid=1685117390&sr=8-242,₹669,4.1 out of 5 stars,"9,303",B079MD5F7R,Fostelo,Handbags
326,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_243?keywords=bags&qid=1685117390&sr=8-243,"₹1,261",4.2 out of 5 stars,"1,390",B09HX54TGF,"‎COSMUSBAGS PVT.LTD., 359,Ground Floor Abubakar Chawl Dharavi Main Road, Bagicha Compound, Dharavi Mumbai,400017 Mobile: +91 8767008844",
327,TRUE HUMAN® 32 Ltr Laptop Backpack for Men and Women| USB Port Travel Backpack|College Bags for Girls & Boys (Blue),https://www.amazon.in/TRUE-HUMAN%C2%AE-Laptop-Backpack-College/dp/B0BKTQ48D5/ref=sr_1_244?keywords=bags&qid=1685117390&sr=8-244,₹499,3.6 out of 5 stars,174,B0BKTQ48D5,rama luxury store,
328,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjgyNDMyMDE4NzYzNzQzOjE2ODUxMTczOTA6c3BfYnRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_245_sspa%3Fkeywords%3Dbags%26qid%3D1685117390%26sr%3D8-245-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168,Designed By Mokobara Lifestyle Private Limited,13 January 2021,
329,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjgyNDMyMDE4NzYzNzQzOjE2ODUxMTczOTA6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_246_sspa%3Fkeywords%3Dbags%26qid%3D1685117390%26sr%3D8-246-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,600",4.1 out of 5 stars,440,B0BWNCV31F,Acefour Accessories Pvt. Ltd.,
330,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTg2MDU1NDY5NDcxNjU3OjE2ODUxMTc0MDM6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_241_sspa%3Fkeywords%3Dbags%26qid%3D1685117403%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
331,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTg2MDU1NDY5NDcxNjU3OjE2ODUxMTc0MDM6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Dbags%26qid%3D1685117403%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹699,4.0 out of 5 stars,"4,037",B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
332,"SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY",https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_243?keywords=bags&qid=1685117403&sr=8-243,₹749,3.7 out of 5 stars,244,LAPTOP BAGS,B0966F821Q,
333,"SPENZ BAGS Travel Laptop Backpack for Women & Men | Fits15.6 Inch Laptop | Flight Approved Carry On Bag, College & School Students Bookbag With Raincover",https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Brown/dp/B0C3RN6QSC/ref=sr_1_244?keywords=bags&qid=1685117403&sr=8-244,₹849,5.0 out of 5 stars,31,B0C3RN6QSC,Spenz Bags,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment."
334,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ/ref=sr_1_246?keywords=bags&qid=1685117403&sr=8-246,₹294,4.2 out of 5 stars,58,Draw String Bag 30x40 set of 5,B09SB42QFQ,
335,"SNDIA 2-Set Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Cosmetic Pouch for Women Makeup Organizer Bag Plastic Box Vanity, Shaving Kit Toiletry Bag for Men (23.5x15.5x10 cm)",https://www.amazon.in/SNDIA-Transparent-Storage-Cosmetic-Toiletry/dp/B095PFZLJR/ref=sr_1_247?keywords=bags&qid=1685117403&sr=8-247,₹398,4.2 out of 5 stars,676,India,B095PFZLJR,
336,Priority Polyester 29 Cms Travel Duffle(25637_Aqua),https://www.amazon.in/Priority-ARC-Blue-Duffle-Luggage/dp/B08FCQ4YTG/ref=sr_1_248?keywords=bags&qid=1685117403&sr=8-248,₹799,4.0 out of 5 stars,"7,835",B08FCQ4YTG,High Spirit Commercial Ventures Pvt. Ltd,Priority ARC 61 cms Aqua Blue 2 Wheel Duffle Travel Luggage
337,American Tourister Spin 49 cms Teal Laptop Backpack,https://www.amazon.in/American-Tourister-FS0-11-001/dp/B07S13P8BW/ref=sr_1_249?keywords=bags&qid=1685117403&sr=8-249,"₹1,660",4.0 out of 5 stars,"1,457",B07S13P8BW,American Tourister,
338,"Vivinkaa Sling Bag for Women, Bags for Women, Sling Bag, Purse for Women, Sling Bag for Women Stylish, Sling Bag for Girls, Women Sling Bag, Bag for Girls - Indigo",https://www.amazon.in/Vivinkaa-Womens-Sling-Bag-Blue/dp/B077WSKG53/ref=sr_1_250?keywords=bags&qid=1685117403&sr=8-250,₹549,3.8 out of 5 stars,"1,900",Vivinkaa,2 December 2017,"Vivinkaa is a young and vivacious brand full of energy and fun that is committed towards offering a wide range of high quality unique products with finest craftsmanship and best price to ensure a awesome buying experience. This bag will catch all the attention and will lead to a perfect finishing touch to your look. This is a very fashionable bag which you can carry with you everyday. It will complement all types of outfit and has ample space to carry all your essentials. Also good for your casual outing and shopping. This bag is a ethnic cotton printed stylish sling bag with pu trims, fringes & tassels."
339,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTg2MDU1NDY5NDcxNjU3OjE2ODUxMTc0MDM6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_251_sspa%3Fkeywords%3Dbags%26qid%3D1685117403%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹5,999",4.5 out of 5 stars,592,B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore.",
340,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTg2MDU1NDY5NDcxNjU3OjE2ODUxMTc0MDM6c3BfbXRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_252_sspa%3Fkeywords%3Dbags%26qid%3D1685117403%26sr%3D8-252-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80,B09ZYQJHXR,Encon Impex Pvt Ltd,
341,Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan),https://www.amazon.in/Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_253?keywords=bags&qid=1685117403&sr=8-253,"₹1,482",4.0 out of 5 stars,1,B0BTJ2T26W,Gear Merchandise Pvt Ltd,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality
342,Lavie Women's Chapada Satchel Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Chapada-Womens-Handbag-Black/dp/B07CT25R4H/ref=sr_1_254?keywords=bags&qid=1685117403&sr=8-254,"₹1,069",3.9 out of 5 stars,"1,270",B07CT25R4H,Bagzone Lifestyle Pvt Ltd,
343,NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,https://www.amazon.in/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_255?keywords=bags&qid=1685117403&sr=8-255,₹198,4.1 out of 5 stars,"1,067","Greenwell Specialty Healthcare Pvt. Ltd., Greenwell Specialty Healthcare Pvt. Ltd. | Customer care :+91 9742858613 | Email - online@greenwelhealthcare.com",‎India,
344,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7DTWLF/ref=sr_1_256?keywords=bags&qid=1685117403&sr=8-256,"₹1,328",4.2 out of 5 stars,"1,390",B08D7DTWLF,"‎COSMUSBAGS PVT.LTD., COSMUSBAGS PVT.LTD.",
345,F Gear Burner Art Lthr Black 22 Ltrs Laptop Backpack (3344),https://www.amazon.in/F-Gear-Burner-Art-Black-Laptop-Backpack/dp/B085QX7J7R/ref=sr_1_257?keywords=bags&qid=1685117403&sr=8-257,₹752,4.2 out of 5 stars,457,B085QX7J7R,Uber Fashion Merchandise Pvt. Ltd.,"Sleek and compact design, Spacious and apt capacity, World’s best Japanese brand- YKK Zippers and sliders, Fabric – Premium Art Leather, soft touch, water-resistant, highly resistant to stains and is easy to clean, 2-main zippered compartments, Formal looking official theme, Ergonomic design & comfortable thick padding on the back panel minimizes load stress, Unisex design S-curve backstrap made from high density EPE foam padding (23 density), Premium Business Laptop Backpack, Quilted bottom design to protect your gear. I-pad/ tablet compartment on the front, front pocket for your passport or other small daily accessories, Inside organizer, Inside laptop sleeve suitable for laptop up to 17 inches, Reliable high-density polyester webbing, 2 side stash pocket made from premium, sturdy, anti-tear bottle net fabric, Elastic with long life retention of stretchable ability property, Adjustable straps, Ideal Office/ Business bag, Also suitable for Travel, All the above features make this backpack your most desirable office bag. So, hurry and don’t miss out on this backpack."
346,"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook | Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men",https://www.amazon.in/Hammonds-Flycatcher-Brown-Mens-Laptop/dp/B01LYDRI9V/ref=sr_1_258?keywords=bags&qid=1685117403&sr=8-258,"₹2,899",4.4 out of 5 stars,"2,413",B01LYDRI9V,"‎Hindustan Foam, Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714",
347,PUMA Laptop Backpack IND II Black-CASTLEROCK,https://www.amazon.in/PUMA-Laptop-Backpack-IND-Black-CASTLEROCK/dp/B08BV2S9K1/ref=sr_1_259?keywords=bags&qid=1685117403&sr=8-259,"₹1,149",4.0 out of 5 stars,72,B08BV2S9K1,PUMA,
348,Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 2 Compartments Bag | Travel Purse Hobo Bag | 3 Pockets Shoulder Bag,https://www.amazon.in/Fostelo-Jane-Womens-Handbag-Black/dp/B072VF1GHP/ref=sr_1_260?keywords=bags&qid=1685117403&sr=8-260,₹669,3.8 out of 5 stars,"1,293",B072VF1GHP,Fostelo,
349,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTg2MDU1NDY5NDcxNjU3OjE2ODUxMTc0MDM6c3BfYnRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dbags%26qid%3D1685117403%26sr%3D8-261-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168,Designed By Mokobara Lifestyle Private Limited,13 January 2021,
350,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTg2MDU1NDY5NDcxNjU3OjE2ODUxMTc0MDM6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_262_sspa%3Fkeywords%3Dbags%26qid%3D1685117403%26sr%3D8-262-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,600",4.1 out of 5 stars,440,B0BWNCV31F,Acefour Accessories Pvt. Ltd.,
351,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTM1NDgxOTM0NTgxNTk5OjE2ODUxMTc0MTY6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dbags%26qid%3D1685117416%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
352,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTM1NDgxOTM0NTgxNTk5OjE2ODUxMTc0MTY6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dbags%26qid%3D1685117416%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹699,4.0 out of 5 stars,"4,037",B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
353,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),https://www.amazon.in/HEROZ-Backpack-Resistant-Notebook-Airforce/dp/B07MCRHSVP/ref=sr_1_259?keywords=bags&qid=1685117416&sr=8-259,₹841,4.1 out of 5 stars,"5,919",B07MCRHSVP,‎A. H. Creation,
354,Wooum 36 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 3 Compartment - Black,https://www.amazon.in/Wooum-Resistance-Backpack-Students-Compartment/dp/B0B5LPVBHR/ref=sr_1_260?keywords=bags&qid=1685117416&sr=8-260,₹474,3.9 out of 5 stars,45,B0B5LPVBHR,wooum,
355,"LOADSHARE Bag cum Backpack for Women for Schools, college and offices Etc.",https://www.amazon.in/LOADSHARE-Backpack-Schools-college-offices/dp/B0C2QBM4YQ/ref=sr_1_261?keywords=bags&qid=1685117416&sr=8-261,₹299,5.0 out of 5 stars,1,SP-BROWN,B0C2QBM4YQ,"Contoured padded mesh back panel and shoulder straps for Extra Comfort. It helps to get relief from stress over shoulders while carry heavy weight. It features a dedicated space for up to 15.6” laptop and iPad/tablet with a secure velcro closure. Extra padded layer protects your laptop from major impacts. Main compartment has plenty of space for clothes, wallet, diary, etc. Quick-grab items like your smartphone, passport etc can be stored in this zippered pocket. So you can access it easily. Designed to accommodate tablet, mouse, power adapter & cable,power bank, keys, passport etc. This backpack has mesh pockets on both sides with elastic belt. Umbrella, Water bottles can be easily stored inside this pockets."
356,Gear ECO 1 Black Orange Red Laptop Backpack,https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECO1000109/dp/B012NW1H1I/ref=sr_1_262?keywords=bags&qid=1685117416&sr=8-262,₹759,4.3 out of 5 stars,"1,379",B012NW1H1I,Gear,
357,ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_263?keywords=bags&qid=1685117416&sr=8-263,₹999,4.1 out of 5 stars,113,B09Z2G37YY,"Saav Tex Private Limited , Kundli, Sonipat (Haryana)",
358,"Skybags New Neon 13 30 L Backpack (Blue), Free Size (Bpnne13Hblu)",https://www.amazon.in/SKYBAGS-New-Neon-Backpack-Blue/dp/B0819KVFTR/ref=sr_1_264?keywords=bags&qid=1685117416&sr=8-264,"₹1,328",4.0 out of 5 stars,468,B0819KVFTR,VIP,The product will be an excellent pick for you. It ensures an easy maintenance.
359,"SNDIA 2-Set Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Cosmetic Pouch for Women Makeup Organizer Bag Plastic Box Vanity, Shaving Kit Toiletry Bag for Men (23.5x15.5x10 cm)",https://www.amazon.in/SNDIA-Transparent-Storage-Cosmetic-Toiletry/dp/B095PFZLJR/ref=sr_1_265?keywords=bags&qid=1685117416&sr=8-265,₹398,4.2 out of 5 stars,676,India,B095PFZLJR,
360,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7DTWLF/ref=sr_1_266?keywords=bags&qid=1685117416&sr=8-266,"₹1,328",4.2 out of 5 stars,"1,390",B08D7DTWLF,"‎COSMUSBAGS PVT.LTD., COSMUSBAGS PVT.LTD.",
361,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTM1NDgxOTM0NTgxNTk5OjE2ODUxMTc0MTY6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_267_sspa%3Fkeywords%3Dbags%26qid%3D1685117416%26sr%3D8-267-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹5,999",4.5 out of 5 stars,592,B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore.",
362,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTM1NDgxOTM0NTgxNTk5OjE2ODUxMTc0MTY6c3BfbXRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_268_sspa%3Fkeywords%3Dbags%26qid%3D1685117416%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168,Designed By Mokobara Lifestyle Private Limited,13 January 2021,
363,American Tourister Spin 49 cms Black Laptop Backpack (FS0 (0) 09 002),https://www.amazon.in/American-Tourister-FS0-09-002/dp/B07S121FYQ/ref=sr_1_269?keywords=bags&qid=1685117416&sr=8-269,"₹1,660",4.2 out of 5 stars,"1,216",B07S121FYQ,SAMSONITE SOUTH ASIA PVT. LTD,The product will be an excellent pick for you. It ensures an easy maintenance.
364,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder",https://www.amazon.in/Harissons-Vervo-Laptop-Backpack-Built/dp/B07M5P5LW3/ref=sr_1_270?keywords=bags&qid=1685117416&sr=8-270,"₹2,960",4.3 out of 5 stars,"1,977",Harissons,21 December 2018,
365,Priority Polyester 29 Cms Travel Duffle(25637_Aqua),https://www.amazon.in/Priority-ARC-Blue-Duffle-Luggage/dp/B08FCQ4YTG/ref=sr_1_271?keywords=bags&qid=1685117416&sr=8-271,₹799,4.0 out of 5 stars,"7,835",B08FCQ4YTG,High Spirit Commercial Ventures Pvt. Ltd,Priority ARC 61 cms Aqua Blue 2 Wheel Duffle Travel Luggage
366,"House of Quirk Clear Toiletry Bag, Wash Make Up Bag PVC Waterproof Zippered Cosmetic Bag, Portable Carry Pouch for Women Men (Set of 3 Bag Black)",https://www.amazon.in/House-Quirk-Toiletry-Waterproof-Zippered/dp/B09G364GX5/ref=sr_1_272?keywords=bags&qid=1685117416&sr=8-272,₹475,4.4 out of 5 stars,517,B09G364GX5,House of Quirk,
